PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KIOKEE BAPT CHURCH,28.30,26.07,0.00,27.07
LEWIS METHODIST,16.31,13.44,0.00,14.75
WOODLAWN BAPT,26.78,24.05,0.00,25.40
PATRIOTS PARK,17.88,14.12,0.00,15.88
NEW LIFE CHURCH,9.15,7.64,0.00,8.33
HARLEM BRANCH,16.48,14.35,25.00,15.33
BESSIE THOMAS CENTER,22.18,18.06,0.00,20.01
PHILADELPHIA CHURCH,10.18,8.28,0.00,9.15
LIBERTY PARK -,7.08,5.94,0.00,6.44
GROVETOWN METHODIST,8.30,6.42,0.00,7.27
G A APOSTOLIC CHURCH,22.01,17.37,0.00,19.42
GROVETOWN MIDDLE,8.19,6.35,0.00,7.17
WARREN BAPTIST,8.22,6.68,0.00,7.36
EUBANK/BLANCHARD CTR,23.93,20.78,0.00,22.33
SECOND MT. CARMEL,18.10,12.22,0.00,14.96
DAMASCUS BAPT,29.93,25.92,0.00,27.82
COL CTY BOARD OF EDU,19.48,15.40,0.00,17.30
GREENBRIER HIGH,17.97,17.07,0.00,17.48
REDEEMER CHURCH,16.71,13.75,0.00,15.17
RIVERSIDE ELEMENTARY,26.47,19.53,0.00,22.84
GRACE BAPTIST CHURCH,16.08,13.50,0.00,14.74
CHRIST SANCTIFIED,19.72,17.85,0.00,18.72
BLANCHARD PARK,17.65,16.00,0.00,16.73
MTZ COL FIRE DEPT #4,12.57,9.44,0.00,10.80
BELAIR BAPTIST CHURCH,19.57,16.29,0.00,17.80
MARVIN METHODIST,16.29,14.16,0.00,15.16
WESTSIDE BAPT CHURCH,27.36,24.72,0.00,25.95
TRINITY BAPT CHURCH,17.52,16.05,0.00,16.68
ABILENE BAPTIST,16.53,16.20,0.00,16.33
AUGUSTA CHRISTIAN,18.81,14.80,0.00,16.54
STEVENS CREEK ELEM,30.16,26.55,0.00,28.25
GOSPEL WATER BRANCH,23.66,19.54,33.33,21.56
GENESIS CHURCH,22.49,19.75,0.00,21.06
STEVENS CREEK,26.96,25.57,0.00,26.21
MTZ COL FIRE HDQTR.,13.39,9.61,0.00,11.29
LAKESIDE MIDDLE,12.93,11.46,0.00,12.17
MARTINEZ BAPTIST,13.23,13.10,0.00,13.15
GOLD CROSS EMS,22.66,20.87,0.00,21.63
CHURCH OF OUR SAVIOR,16.37,13.29,0.00,14.63
WEST ACRES BAPTIST,22.24,19.95,0.00,21.01
JOURNEY COMM.,33.06,28.00,0.00,30.52
WESLEY METHODIST,22.89,22.08,0.00,22.44
COL CTY MAIN LIBRARY,21.79,17.63,0.00,19.57
"CHRIST CHURCH,",21.20,18.72,0.00,19.88
BLUERIDGE ELEMENTARY,14.33,12.94,0.00,13.58
CHRIST THE KING CH,27.15,23.75,0.00,25.37
99999,0.00,0.00,0.00,0.00
TOTAL,18.24,15.49,1.71,16.76
