PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
001,16.02,13.73,0.00,14.80
010,15.11,12.05,0.00,13.53
015,11.00,10.68,0.00,10.83
020,11.69,9.150,0.00,10.36
025,14.93,12.78,0.00,13.84
030,14.91,10.92,0.00,12.79
035,18.23,16.00,100.0,17.33
040,19.13,14.86,0.00,16.91
045,15.05,12.36,0.00,13.68
050,10.84,8.720,0.00,9.670
055,10.42,7.300,0.00,8.720
060,12.67,8.270,0.00,10.38
065,12.16,8.980,0.00,10.45
075,8.690,7.140,0.00,7.800
076,11.77,9.640,0.00,10.61
080,10.43,7.480,100.0,8.920
085,14.87,11.38,0.00,12.81
090,12.30,9.300,0.00,10.58
105,13.34,10.81,0.00,11.87
110,4.360,4.980,0.00,4.710
115,15.66,14.96,0.00,15.31
125,10.00,7.190,0.00,8.480
130,11.69,10.32,0.00,11.00
135,10.38,7.580,0.00,8.860
140,10.82,8.610,0.00,9.610
88888,0.00,0.00,0.00,0.00
TOTAL,12.25,9.650,6.060,10.84
