PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,5.14,4.16,0.00,4.58
2A,12.26,8.77,0.00,10.41
3A,15.80,10.96,0.00,13.21
4A,13.11,11.60,0.00,12.29
5A,3.02,2.67,0.00,2.83
6A,3.21,2.95,0.00,3.08
AN,4.74,3.17,0.00,3.93
CA,9.68,7.13,0.00,8.36
CO,11.93,7.96,0.00,9.84
DG,11.53,9.89,0.00,10.66
ES,6.88,3.63,0.00,5.11
FI,11.23,7.91,0.00,9.54
GL,6.71,7.24,0.00,6.99
LT,10.66,10.29,0.00,10.47
MC,13.35,9.32,0.00,11.26
NI,10.54,8.23,0.00,9.32
PG,10.13,8.51,0.00,9.23
TH,8.99,7.23,0.00,8.04
TI,8.33,9.88,0.00,9.10
TR,12.23,12.46,0.00,12.34
UT,8.84,7.02,0.00,7.90
VA,10.89,8.46,20.00,9.62
WS,11.00,8.87,0.00,9.89
TOTAL,9.86,7.84,2.00,8.79
