AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.61,0.56,0.58,10.00,0.00,2.46,1.44,1.62
25-29,1.03,0.62,0.53,0.00,0.60,2.26,0.48,1.50
30-34,0.81,1.06,1.26,0.00,0.78,3.31,1.92,2.45
35-39,1.12,1.86,1.83,0.00,3.08,4.62,3.31,3.57
40-44,3.17,2.49,5.15,0.00,2.86,7.49,3.24,5.31
45-49,6.45,4.05,1.94,0.00,4.00,11.50,2.47,7.82
50-54,5.88,4.12,1.77,0.00,11.76,14.35,6.24,9.72
55-59,4.48,5.22,2.00,0.00,12.82,18.08,6.14,11.93
60-64,7.69,9.18,0.00,0.00,2.17,20.39,7.62,15.20
65-OVER,5.88,11.93,2.61,0.00,7.02,29.14,11.74,23.75
TOTAL,2.29,3.97,1.34,2.13,2.49,11.81,3.46,8.16
