PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KANSAS,23.19,20.92,0.00,21.97
BOWDON,13.02,10.56,0.00,11.69
SANDHILL,12.75,11.06,0.00,11.84
CENTER POINT,25.29,25.38,0.00,25.34
MT ZION,14.08,12.12,0.00,13.06
BURWELL,17.74,14.56,0.00,16.08
CLEM,18.72,14.13,0.00,16.31
BOWDON JUNCTION,15.02,12.08,0.00,13.48
TYUS,18.30,16.89,0.00,17.55
FAIRFIELD,16.23,13.62,0.00,14.89
HULETT,15.73,15.04,0.00,15.37
BETHANY,9.90,8.08,0.00,8.94
V R COUNTY SOUTH,12.35,11.11,0.00,11.69
V R COUNTY NORTH,8.83,6.98,0.00,7.87
VILLA RICA CITY,6.95,5.47,0.00,6.12
TEMPLE COUNTY,10.43,8.54,20.00,9.46
TEMPLE CITY,9.00,7.95,0.00,8.42
WHITESBURG,18.70,16.48,0.00,17.58
ROOPVILLE,18.47,16.54,0.00,17.48
WEST CARROLLTON,3.52,3.31,0.00,3.39
LAKESHORE REC CENTER,14.65,9.88,0.00,11.83
BONNER,13.89,10.35,33.33,11.94
UNIVERSITY OF W. GA,16.62,11.20,0.00,13.48
COUNTY ADMIN BLDG,10.21,9.73,0.00,9.95
TABERNACLE CHURCH,15.67,14.70,0.00,15.11
BURSON CENTER,14.42,13.97,0.00,14.18
OLD CAMP CHURCH,19.69,17.60,0.00,18.57
OAK GROVE,21.28,17.11,0.00,19.02
88888,0.00,50.00,0.00,40.00
99999,0.00,0.00,0.00,0.00
TOTAL,13.33,11.07,2.74,12.12
