PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
HOLLIS HAND,22.87,18.65,0.00,20.45
ADMINISTRATION BLDG,4.38,4.68,0.00,4.55
HAMMETT RD,7.87,5.66,0.00,6.58
GRIGGS CENTER,1.88,2.52,0.00,2.25
WEST POINT,4.57,4.88,0.00,4.74
HOGANSVILLE,9.06,7.54,0.00,8.21
EAST VERNON,16.58,14.37,0.00,15.40
ROSEMONT,14.78,12.47,0.00,13.57
MOUNTVILLE,13.98,10.20,0.00,11.95
MCLENDON,15.77,11.69,0.00,13.61
LONG CANE,12.82,12.09,0.00,12.41
GARDNER NEWMAN,9.19,6.75,0.00,7.87
GRAY HILL,11.97,8.79,0.00,10.25
HIGHLAND,6.34,6.05,0.00,6.17
NORTHSIDE,12.98,11.21,0.00,11.99
88888,0.00,100.0,0.00,50.00
99999,0.00,0.00,0.00,0.00
TOTAL,11.48,9.34,0.00,10.28
