PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SENOIA,12.94,11.71,0.00,12.29
MORELAND,17.99,15.58,0.00,16.74
PINE ROAD,16.80,14.04,0.00,15.35
DRESDEN,20.15,17.36,0.00,18.67
NEWNAN,8.31,7.24,0.00,7.66
SHARPSBURG,15.20,14.56,14.29,14.87
FISCHER ROAD,13.34,11.82,16.67,12.57
CEDAR CREEK,16.91,14.28,0.00,15.52
GRANTVILLE,11.73,7.86,0.00,9.61
HARALSON,13.77,12.74,0.00,13.21
WELCOME,16.88,12.86,0.00,14.77
PANTHER CREEK,15.20,10.31,0.00,12.60
RAYMOND,16.36,13.95,0.00,15.09
TURIN,14.36,11.54,0.00,12.87
SMOKEY ROAD,9.13,6.74,0.00,7.86
CENTRAL,3.81,3.54,0.00,3.64
ARTS CENTRE,11.59,10.37,5.56,10.93
GREENTOP,11.98,12.32,0.00,12.16
EXPO CENTER,18.69,13.91,0.00,16.06
WHITE OAK,11.11,9.96,0.00,10.49
MADRAS,11.90,9.48,10.00,10.64
CANNONGATE,16.00,14.12,0.00,15.00
WESTSIDE,6.32,5.93,0.00,6.10
NORTHSIDE,18.72,15.72,0.00,17.13
THOMAS CROSSROADS,13.74,12.01,0.00,12.83
COWETA CENTRAL,19.65,17.31,33.33,18.50
JEFFERSON PARKWAY,4.83,4.87,0.00,4.84
99999,0.00,0.00,0.00,0.00
TOTAL,12.81,10.79,3.65,11.72
