PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
ANNX,15.37,14.10,0.00,14.65
BMS,14.23,12.42,11.11,13.29
CENT,12.45,11.24,0.00,11.77
CGTC,13.61,11.17,0.00,12.31
FMMS,9.95,8.74,6.25,9.30
HAFS,16.21,14.20,0.00,15.16
HCTC,8.17,6.00,0.00,6.94
HEFS,15.27,13.85,0.00,14.53
HHPC,9.87,9.10,3.85,9.42
MCMS,9.48,8.38,8.33,8.90
NSES,15.29,13.80,0.00,14.48
RECR,5.47,6.12,0.00,5.81
ROZR,14.83,14.05,8.33,14.40
TMS,7.75,6.03,9.09,6.74
TWPK,12.60,10.68,0.00,11.57
VHS,11.67,10.18,0.00,10.88
TOTAL,11.41,10.05,3.09,10.65
