AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.17,0.25,0.0,0.0,3.66,0.76,2.19
25-29,1.82,0.42,0.36,0.0,0.0,3.52,1.38,2.59
30-34,0.88,0.62,1.01,0.0,2.44,4.22,1.95,3.36
35-39,0.0,0.91,1.07,0.0,2.7,6.64,4.81,5.39
40-44,3.08,1.76,0.0,0.0,2.44,10.21,3.95,8.07
45-49,4.84,2.68,0.71,0.0,0.0,12.43,4.23,9.94
50-54,3.17,3.43,4.48,0.0,0.0,16.54,6.99,13.35
55-59,5.36,2.81,3.96,0.0,3.33,20.69,7.89,16.79
60-64,6.38,2.68,4.82,33.33,13.64,25.12,11.11,20.87
65-OVER,5.62,6.4,3.76,100.0,6.06,34.99,15.3,30.25
TOTAL,2.29,2.26,1.45,5.41,2.49,15.9,5.13,12.33
