PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BETHLEHEM COMMUNITY,12.90,11.57,0.00,12.19
BETHLEHEM CHURCH -,16.24,14.02,0.00,15.02
BRAMLETT ELEMENTARY,11.64,9.41,0.00,10.47
WESTSIDE MIDDLE,12.35,12.01,50.00,12.20
FIRE STATION 1,16.66,13.50,0.00,14.95
WINDER-BARROW HIGH,13.62,11.45,16.67,12.46
STATHAM ELEMENTARY,14.59,10.16,0.00,12.21
FIRST BAPTIST CHURCH,14.20,11.80,0.00,12.95
LIONS CLUB,19.29,16.19,0.00,17.60
LEISURE SERVICES,7.91,6.33,0.00,7.01
APALACHEE HIGH,8.35,7.50,0.00,7.88
MIDWAY UNITED,12.85,12.17,9.09,12.48
WINDER COMMUNITY,14.31,13.62,14.29,13.94
CEDAR CREEK BAPTIST,14.21,12.89,0.00,13.53
COUNTY LINE,16.66,14.92,0.00,15.76
THE CHURCH AT WINDER,9.79,7.77,0.00,8.72
TOTAL,13.40,11.40,5.06,12.33
