PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BOLD SPRINGS,18.99,17.33,0.00,18.13
WHATLEY,21.72,19.69,0.00,20.65
WALKER PARK,18.73,17.59,20.00,18.15
GRATIS,28.77,30.69,0.00,29.69
BETWEEN,19.20,15.38,0.00,17.17
WALNUT GROVE,18.04,15.70,25.00,16.84
LOGANVILLE NORTH,14.06,12.88,0.00,13.43
SOCIAL CIRCLE,17.71,15.29,0.00,16.37
SOUTH MONROE,18.33,16.44,0.00,17.28
NORTH MONROE,8.53,7.11,0.00,7.70
LOGANVILLE SOUTH,14.62,11.84,0.00,13.08
WEST WALTON,22.24,17.51,0.00,19.81
BROKEN ARROW,16.29,14.39,50.00,15.30
BAY CREEK,17.49,14.71,0.00,16.07
E MONROE,10.88,8.61,25.00,9.57
W MONROE,23.86,20.50,0.00,22.09
TARA,12.62,10.70,0.00,11.58
MOUNTAIN,22.50,17.34,0.00,19.74
JERSEY,22.49,19.56,0.00,20.97
BLASINGAME,30.18,25.77,0.00,27.90
GOOD HOPE,22.72,19.79,0.00,21.19
99999,0.00,0.00,0.00,0.00
TOTAL,17.62,14.92,9.09,16.17
