PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
03,19.02,15.35,0.00,16.94
04,6.990,5.940,0.00,6.350
05,20.08,17.91,0.00,18.91
07,16.83,12.93,0.00,14.71
08,22.51,24.62,0.00,23.58
10,21.03,17.46,0.00,19.11
11,19.71,16.95,0.00,18.26
12,20.47,20.27,0.00,20.32
13,23.14,17.41,0.00,20.22
14,13.42,14.29,0.00,13.91
15,25.94,19.24,0.00,22.50
16,14.92,11.82,0.00,13.26
18,22.53,20.06,0.00,21.21
19,15.20,13.27,0.00,14.10
21,10.10,10.01,0.00,10.04
22,14.65,13.40,0.00,13.97
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,16.34,13.56,0.00,14.79
