PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BENTONS,25.56,22.15,0.00,23.82
BRANTLEYS,31.10,26.63,0.00,28.73
BURGAYS,29.66,28.18,0.00,28.89
CABANISS,16.95,16.43,0.00,16.69
COX,26.46,25.08,0.00,25.77
CULLODEN,21.84,19.34,0.00,20.53
DILLARDS,23.80,21.65,50.00,22.73
EVERS,25.27,22.02,16.67,23.53
FORSYTH,14.21,13.36,0.00,13.69
HIGH FALLS,19.02,17.26,0.00,18.12
KELSEYS,20.82,15.20,0.00,17.96
MIDDLEBROOKS,20.14,17.09,0.00,18.50
PROCTORS,14.79,11.17,0.00,12.92
RUSSELLVILLE,23.04,21.46,0.00,22.25
88888,0.00,0.00,0.00,0.00
TOTAL,21.74,19.16,6.45,20.36
