PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
WYNNTON/BRITT,6.01,6.45,0.00,6.26
CARVER/MACK,2.64,3.82,0.00,3.36
ST JOHN/BELVEDERE,4.97,6.02,0.00,5.57
BRITT DAVID,9.85,8.24,0.00,8.94
ST. PETER,13.58,11.97,0.00,12.66
CORNERSTONE,8.00,6.72,11.11,7.30
COLUMBUS TECH,4.85,4.16,0.00,4.45
ST MARK/HEIFERHORN,17.33,15.33,0.00,16.24
WYNNBROOK,26.88,21.44,0.00,23.82
CUSSETA RD,1.64,2.17,0.00,1.95
OUR LADY OF LOURDES,1.57,1.09,0.00,1.30
MT PILGRIM,2.79,3.56,0.00,3.23
FAITH TABERNACLE,2.98,3.35,0.00,3.19
FORT/WADDELL,3.19,3.62,0.00,3.44
ROTHSCHILD,2.65,2.86,0.00,2.77
GENTIAN/REESE @LDS,9.75,9.61,0.00,9.66
ST PAUL/CLUBVIEW,14.21,13.10,0.00,13.58
MOON/MORNINGSIDE,10.03,7.94,0.00,8.83
ST ANDREWS/MIDLAND,9.45,8.04,0.00,8.66
SALVATION ARMY,7.13,6.36,0.00,6.69
FIRST AFRICAN,4.98,4.49,0.00,4.72
EPWORTH UMC,7.74,6.74,0.00,7.17
MARIANNA GALLOPS,4.56,4.19,0.00,4.35
EDGEWOOD BAPTIST,6.36,5.35,0.00,5.80
PSALMOND/MATHEWS,12.01,9.22,0.00,10.50
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,7.42,6.54,0.74,6.92
