AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,5.04,0.77,4.31
25-29,0.0,0.0,0.0,0.0,0.0,3.06,0.0,2.69
30-34,0.0,0.0,0.0,0.0,0.0,4.76,8.06,4.93
35-39,0.0,0.0,0.0,0.0,0.0,7.1,3.7,6.75
40-44,0.0,0.0,0.0,0.0,0.0,8.94,2.0,8.43
45-49,0.0,0.0,0.0,0.0,0.0,11.53,4.62,10.87
50-54,14.29,0.0,0.0,0.0,0.0,16.58,12.09,15.99
55-59,0.0,50.0,8.33,0.0,16.67,19.93,14.88,19.42
60-64,12.5,0.0,0.0,0.0,33.33,23.64,25.4,23.64
65-OVER,7.14,0.0,13.64,33.33,30.77,29.7,25.0,29.31
TOTAL,6.38,3.33,3.81,7.14,13.21,20.31,14.88,19.73
