AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.090,0.660,0.00,0.00,8.820,4.600,2.700,2.920
25-29,0.00,0.630,0.00,0.00,12.50,5.170,1.370,3.020
30-34,0.00,1.010,0.00,0.00,0.00,7.450,6.090,4.590
35-39,0.00,1.210,0.00,0.00,0.00,10.62,5.560,6.660
40-44,0.00,3.230,0.00,0.00,0.00,10.09,3.300,7.200
45-49,0.00,2.710,6.670,0.00,0.00,13.67,7.220,9.720
50-54,0.00,2.750,6.250,0.00,0.00,16.40,4.120,11.11
55-59,0.00,4.500,0.00,0.00,0.00,26.00,6.670,17.71
60-64,0.00,8.320,6.670,0.00,0.00,31.37,7.140,22.56
65-OVER,8.110,14.92,5.560,20.00,7.690,38.51,15.19,31.58
TOTAL,2.300,4.880,2.070,3.570,4.850,21.32,5.690,14.79
