PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SYLVESTER,8.38,7.22,0.00,7.71
SCOOTERVILLE,16.54,13.55,0.00,15.01
MINTON,28.94,20.85,0.00,24.89
BRIDGEBORO,16.55,12.76,0.00,14.60
COUNTY LINE,11.14,8.23,0.00,9.63
ISABELLA,19.00,18.42,0.00,18.70
PINEY WOODS,14.63,8.64,0.00,11.23
SYLVESTER EAST,18.47,13.59,0.00,15.64
POULAN,16.58,12.71,0.00,14.55
SUMNER,15.83,13.50,0.00,14.63
SHINGLER,21.86,17.71,0.00,19.69
RED ROCK,14.26,10.72,0.00,12.43
DOLES,15.98,16.27,0.00,16.13
OAKFIELD,11.86,10.58,0.00,11.26
88888,0.00,0.00,0.00,0.00
WARWICK,17.88,16.85,0.00,17.34
TOTAL,15.44,12.45,0.00,13.84
