AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.10,0.32,0.71,2.33,1.08,4.41,1.65,2.97
25-29,0.00,0.51,1.48,0.00,0.78,3.62,1.30,2.69
30-34,3.12,1.23,1.13,0.00,4.90,5.76,3.41,4.59
35-39,1.30,1.36,3.14,0.00,3.74,8.05,5.16,6.18
40-44,1.16,2.34,5.23,0.00,6.25,11.48,5.61,8.78
45-49,5.81,3.04,5.21,14.29,2.08,13.90,6.41,10.80
50-54,7.69,2.95,5.79,0.00,7.14,18.75,7.31,14.44
55-59,5.41,4.30,7.30,28.57,14.06,23.40,10.62,18.90
60-64,11.76,4.41,6.82,0.00,12.86,27.02,9.96,22.31
65-OVER,6.78,6.19,9.23,12.50,16.95,33.58,14.89,28.73
TOTAL,3.70,2.45,3.69,4.20,5.42,16.16,6.22,12.37
