AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.320,0.00,1.060,0.00,4.760,6.120,1.840,4.780
25-29,0.00,0.00,0.00,100.0,5.560,3.560,1.270,2.980
30-34,4.000,0.00,0.00,0.00,11.11,6.910,2.920,6.010
35-39,12.00,7.320,0.00,0.00,0.00,9.080,4.190,8.310
40-44,0.00,0.00,2.330,0.00,12.50,12.70,7.200,11.70
45-49,3.030,2.040,3.920,100.0,0.00,15.99,8.280,14.54
50-54,7.410,2.330,0.00,0.00,0.00,21.14,8.030,19.18
55-59,0.00,4.350,3.570,0.00,12.50,26.33,8.820,24.15
60-64,5.880,4.880,4.550,0.00,14.29,27.01,14.07,25.33
65-OVER,6.670,8.050,5.560,0.00,20.00,36.76,22.74,35.34
TOTAL,5.260,3.270,1.310,12.50,8.180,21.59,7.610,19.28
