AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,13.33,0.00,0.00,14.55,7.87,13.85
25-29,0.00,0.00,14.81,0.00,0.00,15.38,9.86,14.85
30-34,33.33,100.0,7.41,0.00,0.00,24.23,20.59,23.40
35-39,0.00,100.0,4.55,0.00,33.33,28.71,30.00,28.30
40-44,0.00,42.86,10.53,0.00,30.00,36.17,18.92,35.07
45-49,33.33,25.00,50.00,0.00,50.00,42.79,29.03,42.20
50-54,0.00,66.67,50.00,0.00,33.33,46.28,26.98,45.44
55-59,66.67,33.33,25.00,0.00,50.00,53.29,44.93,52.68
60-64,25.00,25.00,62.50,0.00,0.00,63.31,46.75,62.45
65-OVER,66.67,60.00,28.00,100.0,70.00,64.77,54.97,64.32
TOTAL,26.47,35.71,21.13,16.67,28.81,47.31,31.86,46.18
