AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.16,7.93,8.30,0.00,7.58,13.96,9.84,11.68
25-29,4.88,10.67,9.80,0.00,5.26,14.76,10.19,12.93
30-34,6.45,14.20,12.78,0.00,18.92,21.87,15.12,18.97
35-39,12.90,18.40,12.59,50.00,12.90,27.17,21.50,24.10
40-44,21.21,29.89,15.04,0.00,17.24,35.17,19.02,31.22
45-49,20.00,29.41,12.33,0.00,24.14,39.13,20.16,34.26
50-54,6.25,37.71,17.36,0.00,35.00,45.51,27.69,41.62
55-59,16.67,49.22,19.05,100.0,23.08,53.60,28.85,49.71
60-64,38.89,58.38,19.74,0.00,42.86,58.98,38.67,56.04
65-OVER,26.09,57.97,16.67,20.00,31.58,60.53,35.37,58.10
TOTAL,14.97,32.47,12.40,18.75,17.57,41.68,19.24,36.00
