AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,13.85,20.17,6.83,50.00,17.58,19.22,14.99,18.71
25-29,15.22,22.36,8.06,25.00,15.56,17.93,14.55,19.35
30-34,16.67,33.47,14.13,25.00,34.55,26.39,25.05,29.72
35-39,26.09,46.82,16.67,0.00,23.53,35.73,32.23,40.93
40-44,22.41,54.41,25.00,33.33,27.78,43.45,36.54,48.55
45-49,21.57,57.09,29.17,100.0,51.92,50.21,41.48,52.52
50-54,39.53,61.37,41.98,50.00,34.55,58.35,48.28,58.25
55-59,31.48,64.29,29.09,0.00,41.03,64.49,46.85,62.00
60-64,34.69,68.27,31.25,0.00,32.14,67.71,51.98,65.69
65-OVER,40.00,63.63,43.94,40.00,38.98,67.66,53.68,64.85
TOTAL,27.19,48.17,20.66,34.38,27.96,51.94,35.37,47.42
