AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,14.72,15.79,0.00,14.29,19.46,13.33,15.70
25-29,25.00,17.07,14.29,0.00,11.11,20.03,9.38,17.72
30-34,0.00,30.88,14.29,50.00,25.00,28.80,16.00,28.71
35-39,0.00,40.22,23.08,0.00,50.00,34.98,40.62,37.33
40-44,25.00,46.27,4.35,33.33,20.00,43.42,23.53,43.10
45-49,0.00,49.44,28.57,25.00,33.33,52.19,25.64,49.37
50-54,44.44,53.93,37.50,0.00,25.00,57.53,17.24,54.85
55-59,62.50,59.36,37.50,0.00,60.00,60.07,39.47,59.07
60-64,60.00,65.49,37.50,33.33,40.00,66.58,54.55,65.51
65-OVER,50.00,60.35,33.33,66.67,50.00,65.62,44.68,63.39
TOTAL,30.56,38.39,20.70,31.58,26.58,50.76,25.05,43.61
