AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,10.96,14.32,11.82,8.00,13.93,19.93,13.95,15.70
25-29,13.84,19.66,14.83,10.00,15.79,23.17,19.30,20.52
30-34,17.74,30.04,19.16,20.51,20.59,28.32,25.67,28.07
35-39,24.01,37.50,25.26,21.05,27.83,36.54,31.37,35.51
40-44,26.09,41.88,30.09,12.50,33.20,43.66,34.67,40.74
45-49,30.19,44.08,35.20,23.81,35.53,50.74,37.87,45.44
50-54,31.15,45.59,33.25,26.32,37.60,56.54,39.43,49.27
55-59,29.66,50.29,35.88,35.29,45.29,61.23,42.75,54.03
60-64,28.74,58.51,42.17,33.33,45.36,66.28,46.15,60.40
65-OVER,33.18,59.76,37.55,23.08,45.78,65.57,49.11,61.19
TOTAL,23.80,38.47,24.71,18.15,29.18,47.37,31.98,40.55
