AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.88,4.76,0.00,0.00,14.19,13.79,12.41
25-29,0.00,14.12,0.00,0.00,0.00,20.36,5.00,16.67
30-34,0.00,13.49,0.00,0.00,0.00,32.33,30.77,25.51
35-39,0.00,26.92,0.00,0.00,0.00,30.99,6.25,27.96
40-44,0.00,31.07,0.00,0.00,0.00,38.98,42.11,36.10
45-49,50.00,37.12,16.67,0.00,0.00,41.24,41.18,39.58
50-54,25.00,42.00,25.00,0.00,0.00,54.43,26.32,49.09
55-59,0.00,46.05,25.00,0.00,0.00,59.30,55.56,54.34
60-64,50.00,52.71,40.00,0.00,0.00,64.21,55.56,60.36
65-OVER,0.00,51.68,0.00,0.00,0.00,63.80,37.50,60.00
TOTAL,15.00,33.78,9.76,0.00,0.00,47.01,28.19,41.60
