AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,14.29,14.04,5.26,0.00,12.50,17.41,11.54,15.54
25-29,14.29,15.25,12.50,0.00,0.00,17.81,8.33,16.24
30-34,14.29,26.37,15.38,0.00,25.00,30.11,18.75,28.11
35-39,20.00,37.71,15.38,0.00,33.33,35.33,31.58,35.43
40-44,0.00,36.77,18.18,0.00,0.00,36.41,33.33,35.71
45-49,0.00,43.63,20.00,0.00,0.00,42.90,35.29,42.35
50-54,20.00,45.62,12.50,0.00,14.29,47.74,31.11,45.98
55-59,0.00,48.82,37.50,0.00,33.33,58.05,52.50,55.29
60-64,66.67,58.02,25.00,0.00,50.00,71.03,46.51,67.99
65-OVER,57.14,62.74,20.00,100.0,50.00,73.13,65.28,71.59
TOTAL,18.33,39.10,16.16,33.33,21.43,54.02,33.69,49.30
