AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,28.57,7.96,5.00,0.00,13.89,10.56,7.26,9.98
25-29,0.00,9.26,0.00,0.00,8.70,10.31,12.96,10.36
30-34,0.00,18.35,0.00,0.00,6.67,17.06,22.95,17.42
35-39,8.33,21.50,27.78,0.00,21.74,22.01,13.89,21.40
40-44,37.50,26.21,18.18,0.00,11.11,27.58,21.30,26.97
45-49,66.67,21.05,10.00,0.00,30.00,33.98,27.67,33.07
50-54,0.00,29.23,13.33,0.00,15.38,37.63,31.53,36.74
55-59,66.67,30.37,25.00,0.00,0.00,45.13,36.27,43.95
60-64,40.00,44.55,40.00,0.00,40.00,48.80,41.44,48.17
65-OVER,53.85,45.53,26.67,33.33,55.56,50.64,44.62,50.15
TOTAL,31.08,27.79,14.08,14.29,17.33,34.19,25.14,33.17
