AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,13.08,18.49,11.54,25.00,12.00,19.53,12.22,17.90
25-29,9.38,20.34,13.39,25.00,12.80,20.65,13.23,19.24
30-34,13.97,30.07,17.59,20.00,13.53,26.53,22.36,25.90
35-39,16.47,35.70,21.60,12.50,22.43,35.62,24.81,33.68
40-44,25.13,41.69,25.81,42.86,31.53,42.47,30.91,40.44
45-49,26.47,51.43,36.26,33.33,24.72,48.84,33.94,47.22
50-54,32.84,57.10,35.76,66.67,37.80,57.12,35.24,54.61
55-59,39.67,62.90,43.75,100.0,44.19,60.79,41.53,59.21
60-64,40.20,72.47,50.00,66.67,42.98,69.78,48.65,67.61
65-OVER,48.85,67.65,34.69,66.67,51.97,69.54,49.65,67.47
TOTAL,28.82,44.87,25.41,38.46,27.51,47.80,28.06,44.69
