AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,13.04,0.00,0.00,0.00,21.62,5.88,16.64
25-29,0.00,16.38,0.00,0.00,0.00,27.24,11.11,21.32
30-34,0.00,26.32,0.00,0.00,0.00,30.93,21.43,27.83
35-39,0.00,41.24,0.00,0.00,0.00,36.00,45.45,38.48
40-44,0.00,47.06,0.00,0.00,0.00,39.82,7.69,40.95
45-49,0.00,43.11,0.00,0.00,0.00,47.92,11.11,44.64
50-54,0.00,49.67,0.00,0.00,0.00,52.13,25.00,50.22
55-59,0.00,51.56,0.00,0.00,0.00,56.46,33.33,54.16
60-64,100.0,59.26,0.00,0.00,100.0,66.20,42.86,63.54
65-OVER,0.00,52.17,20.00,0.00,0.00,64.20,41.67,60.38
TOTAL,10.53,38.72,3.45,0.00,7.14,48.95,21.85,43.92
