AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.77,7.42,4.76,0.00,2.44,15.07,10.21,12.52
25-29,5.88,13.75,7.09,0.00,3.33,15.80,12.32,14.78
30-34,15.62,22.34,8.45,20.00,7.69,25.21,17.82,23.66
35-39,17.14,24.13,20.22,0.00,19.05,33.37,19.46,30.71
40-44,11.76,28.87,16.67,33.33,11.11,38.38,18.18,35.55
45-49,32.56,34.23,16.05,0.00,23.08,44.30,19.18,41.37
50-54,17.07,40.10,17.95,20.00,0.00,47.89,27.01,45.40
55-59,25.00,46.01,21.74,0.00,14.29,53.54,31.15,51.29
60-64,25.00,50.57,33.33,0.00,12.50,62.51,39.53,60.10
65-OVER,26.09,52.74,30.51,100.0,30.00,61.69,38.34,60.17
TOTAL,17.59,32.19,13.44,15.38,10.06,44.42,19.06,40.83
