AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.27,22.22,0.00,11.76,20.92,13.26,19.10
25-29,0.00,20.69,5.88,0.00,9.09,20.60,29.57,21.00
30-34,60.00,27.59,0.00,0.00,0.00,33.62,21.14,31.43
35-39,28.57,41.75,10.00,0.00,75.00,39.92,24.39,38.78
40-44,66.67,44.35,33.33,0.00,16.67,43.82,26.39,42.91
45-49,80.00,38.52,15.38,0.00,75.00,48.35,28.05,46.55
50-54,14.29,41.98,18.18,0.00,20.00,53.86,47.56,52.08
55-59,71.43,50.00,30.00,0.00,50.00,57.79,38.16,56.13
60-64,50.00,61.54,50.00,100.0,50.00,67.64,40.62,65.80
65-OVER,54.55,59.11,25.00,0.00,87.50,67.73,50.00,66.47
TOTAL,43.42,40.73,17.46,25.00,34.85,48.94,29.68,46.79
