AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,15.38,17.75,13.33,100.0,0.00,17.62,14.56,17.32
25-29,10.53,21.66,15.79,0.00,11.11,20.60,20.93,20.51
30-34,10.00,37.17,15.38,0.00,7.69,29.00,13.75,29.30
35-39,0.00,41.74,21.74,0.00,8.33,33.48,27.06,34.06
40-44,21.88,52.07,22.73,50.00,44.44,42.23,36.63,43.30
45-49,30.43,49.47,47.06,0.00,44.44,48.26,46.15,48.16
50-54,30.77,58.90,25.00,0.00,56.25,52.72,36.36,52.71
55-59,30.00,57.14,44.44,100.0,45.45,57.57,53.85,57.03
60-64,25.00,66.22,28.57,0.00,55.56,64.52,54.29,63.98
65-OVER,28.57,64.78,42.86,0.00,58.33,65.89,44.62,65.10
TOTAL,19.27,46.12,23.84,44.44,31.34,44.90,32.39,44.12
