AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.86,9.09,2.91,50.00,10.00,15.63,12.84,14.27
25-29,0.00,8.62,1.37,0.00,14.29,20.04,12.50,18.11
30-34,7.69,16.67,7.14,0.00,0.00,23.97,20.21,22.63
35-39,0.00,20.00,9.30,0.00,28.57,29.22,20.00,27.82
40-44,13.64,35.14,7.32,0.00,11.11,37.38,26.83,35.67
45-49,8.70,25.71,11.90,0.00,0.00,43.07,28.89,40.67
50-54,5.56,48.57,5.88,0.00,40.00,48.69,29.33,47.15
55-59,8.33,36.36,8.00,0.00,33.33,53.00,33.33,51.07
60-64,19.05,42.11,44.44,50.00,33.33,63.49,52.38,61.97
65-OVER,24.39,46.48,22.73,100.0,57.14,64.23,59.50,63.51
TOTAL,10.39,29.34,7.42,50.00,19.51,46.12,29.19,43.86
