AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.35,16.54,15.22,0.00,6.78,17.60,14.79,16.77
25-29,4.08,21.75,11.19,0.00,14.71,19.56,19.33,19.65
30-34,20.00,30.36,13.84,66.67,20.37,28.54,25.06,27.95
35-39,27.69,34.44,19.01,0.00,33.33,35.78,25.86,34.14
40-44,16.84,42.61,23.40,100.0,21.74,42.32,32.41,40.59
45-49,19.23,48.17,24.38,0.00,38.00,49.90,39.10,47.86
50-54,26.56,52.40,32.19,25.00,44.19,54.31,42.51,52.43
55-59,14.89,53.73,43.40,50.00,46.67,58.09,38.94,55.48
60-64,32.14,61.44,36.05,0.00,45.45,64.65,49.33,62.47
65-OVER,31.48,59.98,33.33,0.00,48.72,70.00,53.25,67.33
TOTAL,19.41,41.67,23.64,33.33,27.05,47.36,32.65,44.44
