AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,17.15,8.33,0.00,0.00,16.90,7.55,16.55
25-29,0.00,21.33,9.09,0.00,0.00,17.47,57.14,18.53
30-34,0.00,35.20,12.50,0.00,100.0,27.09,30.77,29.02
35-39,33.33,40.00,75.00,33.33,0.00,37.48,41.67,38.10
40-44,33.33,51.38,20.00,100.0,28.57,44.07,26.67,45.60
45-49,37.50,54.46,12.50,0.00,0.00,47.71,14.29,49.00
50-54,0.00,56.91,33.33,0.00,50.00,53.34,20.00,53.96
55-59,20.00,65.50,25.00,0.00,100.0,59.20,0.00,60.65
60-64,50.00,68.77,50.00,0.00,100.0,66.51,44.44,66.76
65-OVER,17.65,67.45,42.86,0.00,100.0,70.44,0.00,69.37
TOTAL,23.61,49.87,23.94,15.38,29.17,47.89,21.21,47.94
