AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.36,0.00,0.00,0.00,6.07,2.86,6.27
25-29,0.00,10.32,0.00,0.00,0.00,6.00,4.44,6.18
30-34,0.00,10.61,0.00,0.00,9.09,6.81,0.00,6.81
35-39,16.67,12.84,4.55,0.00,0.00,10.55,5.26,10.45
40-44,0.00,18.11,0.00,0.00,11.11,12.80,16.67,13.85
45-49,0.00,36.54,5.88,0.00,50.00,18.23,21.43,23.35
50-54,0.00,48.05,0.00,0.00,0.00,35.71,0.00,37.74
55-59,50.00,40.79,0.00,0.00,0.00,35.95,66.67,38.02
60-64,0.00,54.90,0.00,0.00,0.00,42.42,100.0,45.81
65-OVER,0.00,49.04,0.00,0.00,50.00,48.00,50.00,47.58
TOTAL,5.66,25.43,1.16,0.00,5.56,19.40,9.50,19.17
