AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.88,12.31,3.01,0.00,7.41,18.26,9.23,14.97
25-29,14.29,13.44,2.70,0.00,6.25,16.96,9.09,15.04
30-34,0.00,16.64,8.16,0.00,0.00,29.74,12.12,24.72
35-39,0.00,25.58,15.69,0.00,9.09,36.07,10.71,31.88
40-44,33.33,34.33,18.42,50.00,20.00,39.37,25.00,37.18
45-49,21.43,35.13,5.56,50.00,25.00,42.15,21.43,39.09
50-54,55.56,37.86,22.58,0.00,20.00,47.71,33.33,44.37
55-59,55.56,43.98,17.65,0.00,33.33,52.53,23.53,49.62
60-64,66.67,52.78,21.43,0.00,40.00,59.41,41.18,57.18
65-OVER,60.00,51.80,10.00,0.00,33.33,57.95,50.00,56.36
TOTAL,29.59,31.56,9.07,21.43,15.69,42.54,20.36,38.32
