AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.49,20.10,12.65,42.86,12.56,18.42,15.73,18.47
25-29,10.14,22.20,11.93,0.00,18.28,18.53,17.04,19.67
30-34,12.28,35.94,22.67,60.00,17.43,29.52,24.28,31.50
35-39,20.00,46.07,18.68,0.00,32.67,37.38,37.59,41.11
40-44,25.35,52.50,27.96,0.00,42.42,45.73,34.15,47.50
45-49,42.11,55.79,32.28,0.00,39.80,51.91,40.19,52.29
50-54,20.31,57.90,34.87,0.00,43.68,54.90,42.86,54.56
55-59,35.29,59.81,38.89,33.33,38.64,60.34,41.79,58.36
60-64,34.04,64.92,45.76,0.00,36.36,65.35,45.64,63.55
65-OVER,41.67,61.43,31.75,50.00,46.88,68.87,49.30,65.74
TOTAL,23.97,46.04,24.19,27.27,29.86,49.73,32.38,45.94
