AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,14.49,4.35,0.00,0.00,17.90,10.00,15.31
25-29,0.00,16.83,0.00,0.00,0.00,20.45,2.94,17.59
30-34,0.00,25.45,7.14,0.00,0.00,25.61,13.33,24.78
35-39,0.00,31.59,16.67,0.00,0.00,31.14,16.00,30.67
40-44,25.00,39.64,14.29,0.00,66.67,37.10,25.81,37.85
45-49,14.29,41.01,12.50,0.00,0.00,45.23,26.92,42.42
50-54,66.67,46.70,0.00,0.00,0.00,46.80,39.29,46.33
55-59,0.00,52.01,33.33,100.0,33.33,56.29,21.43,53.29
60-64,33.33,54.39,0.00,0.00,0.00,60.86,42.31,57.13
65-OVER,42.86,51.40,25.00,0.00,50.00,59.86,40.00,56.63
TOTAL,19.05,37.15,8.70,50.00,21.05,44.89,22.82,40.45
