AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.58,0.00,0.00,0.00,16.67,17.65,13.80
25-29,0.00,15.12,20.00,0.00,0.00,19.91,14.29,17.30
30-34,0.00,20.11,0.00,0.00,33.33,18.96,10.00,19.20
35-39,0.00,23.27,33.33,0.00,0.00,32.68,44.44,28.76
40-44,0.00,27.63,0.00,0.00,0.00,41.04,20.00,35.07
45-49,0.00,29.87,33.33,0.00,33.33,40.66,20.00,36.51
50-54,50.00,45.05,33.33,0.00,0.00,39.81,25.00,41.23
55-59,0.00,50.52,0.00,0.00,0.00,55.32,16.67,53.03
60-64,0.00,47.48,50.00,0.00,100.0,57.91,66.67,55.07
65-OVER,0.00,42.02,0.00,0.00,0.00,57.03,41.94,53.47
TOTAL,16.67,31.05,13.33,0.00,15.79,44.50,28.00,39.29
