AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.53,0.00,0.00,0.00,19.17,4.17,14.20
25-29,11.11,13.41,22.22,0.00,0.00,21.33,21.43,16.62
30-34,12.50,22.69,16.67,0.00,0.00,33.78,12.50,27.13
35-39,0.00,28.45,33.33,0.00,50.00,38.60,15.00,32.83
40-44,16.67,33.92,0.00,0.00,0.00,43.33,26.67,38.58
45-49,25.00,36.51,50.00,0.00,0.00,53.31,15.79,45.39
50-54,18.18,40.13,50.00,0.00,0.00,56.91,31.25,48.67
55-59,0.00,46.59,0.00,0.00,0.00,61.62,33.33,54.66
60-64,33.33,43.85,66.67,0.00,33.33,72.96,23.08,62.49
65-OVER,8.33,43.33,33.33,0.00,50.00,71.75,57.14,63.97
TOTAL,12.68,30.04,26.23,0.00,12.12,53.83,27.32,42.89
