AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,61.11,51.08,47.37,66.67,47.62,57.13,37.82,53.85
25-29,40.0,42.78,54.55,0.0,56.25,47.25,36.97,45.33
30-34,33.33,45.42,33.33,0.0,33.33,57.68,55.45,54.42
35-39,66.67,58.31,66.67,0.0,50.0,69.43,61.0,66.29
40-44,60.0,62.24,45.45,0.0,100.0,71.13,62.75,68.54
45-49,40.0,68.15,50.0,100.0,71.43,76.48,63.74,73.67
50-54,50.0,69.32,40.0,0.0,64.29,76.85,69.51,74.54
55-59,40.0,68.66,50.0,0.0,36.36,79.73,70.89,76.67
60-64,64.29,73.05,66.67,0.0,60.0,83.1,65.75,80.02
65-OVER,30.77,67.65,77.78,0.0,46.15,81.44,62.25,77.82
TOTAL,50.0,61.66,51.46,50.0,54.13,72.9,56.64,69.28
