PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SENOIA,68.50,72.53,33.33,70.60
MORELAND,69.88,71.92,0.00,70.94
PINE ROAD,69.11,70.39,50.00,69.76
DRESDEN,68.03,68.97,100.0,68.57
NEWNAN,50.58,58.44,16.67,55.13
SHARPSBURG,68.11,72.16,71.43,70.19
FISCHER ROAD,67.00,67.99,50.00,67.49
CEDAR CREEK,71.33,73.01,40.00,72.17
GRANTVILLE,59.98,65.26,50.00,62.78
HARALSON,69.97,70.24,0.00,70.04
WELCOME,64.00,69.12,0.00,66.61
PANTHER CREEK,62.76,64.60,14.29,63.61
RAYMOND,69.11,70.74,100.0,69.97
TURIN,69.70,73.61,55.56,71.71
SMOKEY ROAD,56.80,62.44,100.0,59.88
TURKEY CREEK,54.32,54.83,60.00,54.63
CENTRAL,36.04,47.21,50.00,42.87
ARTS CENTRE,65.43,69.31,47.37,67.47
GREENTOP,60.47,64.57,66.67,62.73
EXPO CENTER,63.20,63.89,100.0,63.61
WHITE OAK,65.13,68.15,83.33,66.73
MADRAS,67.98,71.95,55.56,70.02
CANNONGATE,72.34,73.55,87.50,73.01
WESTSIDE,51.96,63.79,0.00,58.64
NORTHSIDE,68.87,74.00,50.00,71.57
THOMAS CROSSROADS,68.69,72.44,80.00,70.63
COWETA CENTRAL,68.50,73.38,100.0,71.06
JEFFERSON PARKWAY,49.51,57.64,38.46,54.10
99999,0.00,0.00,0.00,0.00
TOTAL,63.92,67.37,53.68,65.75
