AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,31.10,34.62,0.00,66.67,50.80,33.96,39.43
25-29,0.00,32.94,15.00,0.00,66.67,42.71,44.74,36.89
30-34,50.00,45.92,20.00,0.00,50.00,54.15,46.34,49.41
35-39,40.00,48.49,30.00,0.00,0.00,62.40,39.29,54.67
40-44,20.00,55.67,28.57,0.00,50.00,65.15,37.04,59.31
45-49,62.50,59.06,25.00,0.00,100.0,68.57,31.03,63.08
50-54,40.00,65.88,0.00,0.00,100.0,72.67,45.45,68.31
55-59,66.67,65.54,16.67,100.0,50.00,77.64,42.86,70.76
60-64,33.33,73.46,55.56,0.00,66.67,75.60,60.87,74.05
65-OVER,66.67,65.24,83.33,0.00,50.00,73.81,49.32,70.25
TOTAL,44.68,54.33,29.36,20.00,61.54,66.94,42.05,60.10
