PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
101,67.89,73.04,0.00,70.55
102,55.90,63.92,50.00,60.30
103,58.80,65.61,100.0,62.64
104,55.93,63.78,0.00,60.06
105,44.24,57.50,75.00,52.35
106,64.96,68.52,0.00,66.84
107,66.86,70.13,133.33,68.73
108,62.41,66.43,0.00,64.51
109,47.80,64.92,100.0,57.64
110,62.87,68.41,100.0,65.96
111,53.66,62.70,0.00,58.57
112,63.36,65.49,0.00,64.52
113,66.45,70.25,0.00,68.37
114,60.43,64.51,0.00,62.58
115,59.18,62.92,50.00,61.13
116,62.50,74.88,0.00,68.98
117,60.67,67.12,0.00,64.09
118,53.80,61.79,100.0,58.32
119,47.41,65.83,0.00,57.72
120,63.08,66.64,40.00,65.09
99999,10.71,20.00,0.00,15.09
TOTAL,57.80,65.09,61.29,61.84
