AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,47.69,45.83,52.25,55.0,50.0,53.28,42.7,50.17
25-29,42.0,40.79,45.38,33.33,41.07,50.75,40.06,47.43
30-34,48.33,55.39,51.87,50.0,53.06,60.96,52.78,58.63
35-39,43.4,64.86,62.13,66.67,50.96,66.33,58.58,64.8
40-44,66.27,69.28,63.08,42.86,60.58,70.83,63.52,69.42
45-49,56.06,71.28,64.4,50.0,58.33,73.87,62.83,72.07
50-54,68.18,74.76,66.49,20.0,72.97,75.5,63.05,74.2
55-59,70.27,73.33,69.42,100.0,70.59,76.38,63.48,74.81
60-64,58.62,74.25,68.29,50.0,74.14,77.83,63.25,76.08
65-OVER,59.18,70.76,60.48,42.86,61.82,76.67,67.49,75.14
TOTAL,55.6,63.7,58.76,48.28,56.98,69.03,55.81,66.44
