PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
MADRAY SPRINGS,69.28,69.15,0.0,69.21
OGLETHORPE,67.14,65.3,100.0,66.2
SCREVEN,62.05,63.52,0.0,62.82
RITCH,68.29,71.34,100.0,69.91
EMPIRE,70.07,71.4,0.0,70.76
RED HILL,59.31,59.46,100.0,59.47
ALTAMAHA,53.76,55.26,0.0,54.58
GARDI,69.73,69.63,0.0,69.68
MT PLEASANT,70.51,66.06,0.0,68.22
VFW,39.59,47.4,0.0,44.61
PINE STREET,52.18,55.96,0.0,54.36
UNITY,61.14,65.53,0.0,63.61
REC CENTER,63.69,59.42,0.0,61.33
EAST JESUP,66.67,63.22,0.0,64.71
TOTAL,60.77,61.17,80.0,61.0
