AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,32.14,33.59,49.25,57.14,31.71,52.73,37.37,43.58
25-29,38.46,33.39,34.04,66.67,27.78,41.34,36.68,37.55
30-34,32.14,44.01,43.59,0.00,31.25,52.41,42.86,48.29
35-39,50.00,49.10,37.14,50.00,35.29,61.29,52.53,55.73
40-44,47.83,53.24,51.85,0.00,27.27,62.77,53.14,58.49
45-49,47.50,59.69,73.33,66.67,45.45,68.40,55.56,64.79
50-54,44.83,62.95,63.33,100.0,50.00,71.70,55.36,67.74
55-59,43.48,61.56,50.00,0.00,60.00,73.33,54.55,68.58
60-64,45.00,66.70,55.56,0.00,85.71,77.47,61.54,73.50
65-OVER,61.29,63.13,37.50,33.33,60.00,73.72,50.48,70.59
TOTAL,44.44,51.50,48.70,50.00,39.32,65.47,47.56,59.61
