AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,30.77,27.81,26.92,0.00,40.74,49.32,33.33,44.63
25-29,8.33,22.34,31.58,100.0,27.27,38.40,31.43,35.52
30-34,40.00,32.81,23.08,100.0,40.00,47.18,56.25,45.67
35-39,54.55,47.29,54.55,0.00,0.00,58.48,31.48,55.73
40-44,41.67,50.00,44.44,0.00,42.86,59.54,48.15,57.54
45-49,25.00,54.86,40.00,0.00,28.57,63.15,58.54,61.46
50-54,55.56,54.84,20.00,0.00,50.00,66.75,38.00,64.17
55-59,61.54,60.00,57.14,0.00,50.00,71.96,42.86,69.51
60-64,60.00,58.90,50.00,0.00,75.00,74.27,56.25,72.07
65-OVER,20.00,63.04,50.00,50.00,75.00,72.21,65.52,71.26
TOTAL,39.81,47.90,36.52,37.50,38.96,62.92,44.74,60.27
