PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,65.95,67.44,33.33,66.76
02,35.51,50.55,33.33,44.34
03,48.60,56.93,66.67,53.40
04,32.84,51.80,16.67,43.64
05,43.14,56.50,0.00,50.65
06,55.72,59.14,50.00,57.60
07,67.70,69.44,75.00,68.62
08,67.44,71.17,0.00,69.36
09,65.61,72.28,0.00,69.11
10,67.16,69.63,66.67,68.48
11,62.96,69.71,60.00,66.59
12,57.43,60.58,100.0,59.18
13,60.81,66.63,100.0,63.94
15,55.12,64.56,0.00,60.20
16,56.44,63.70,50.00,60.40
88888,inf00,100.0,0.00,500.0
99999,0.00,16.67,0.00,6.250
TOTAL,56.06,62.53,45.83,59.61
