AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,0.0,30.77,25.0,0.0,22.22,47.34,44.0,41.09
30-34,0.0,43.96,33.33,0.0,25.0,60.47,32.0,54.45
35-39,83.33,47.55,25.0,0.0,0.0,65.63,44.0,59.61
40-44,33.33,59.5,30.0,100.0,66.67,70.98,33.33,66.16
45-49,44.44,52.02,40.0,50.0,50.0,71.99,43.75,64.72
50-54,50.0,69.96,33.33,0.0,37.5,74.91,52.38,72.16
55-59,0.0,67.07,33.33,0.0,50.0,75.17,40.0,71.05
60-64,25.0,66.99,100.0,0.0,66.67,74.71,50.0,71.6
65-OVER,50.0,71.02,33.33,0.0,0.0,76.17,53.85,74.36
TOTAL,44.44,57.69,32.43,50.0,40.0,70.09,44.36,65.48
