PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SHAW,32.59,46.86,75.00,40.76
MOULTRIE,49.57,55.58,100.0,52.98
AUTREYVILLE,60.26,58.98,33.33,59.51
BRIDGECREEK,69.69,68.65,0.00,69.16
CROSLAND,61.02,58.65,0.00,59.76
DOERUN,62.50,64.51,0.00,63.61
FUNSTON,64.05,68.43,0.00,66.43
HAMILTON,60.99,64.85,0.00,62.93
HARTSFIELD,71.72,70.24,100.0,71.04
HOPEWELL,60.77,67.39,0.00,64.20
LEE,57.05,59.43,0.00,58.32
MILLCREEK,60.62,71.98,0.00,66.67
MONK,62.75,65.71,0.00,64.36
MURPHY,74.82,73.02,0.00,73.86
NORMAN PARK,58.89,59.72,0.00,59.35
ROBINSON,62.06,61.56,50.00,61.68
THIGPEN,63.81,66.67,0.00,65.33
TYTY,41.06,42.15,0.00,41.63
WARRIOR,61.98,69.48,100.0,66.01
TOTAL,55.47,59.69,61.90,57.77
