AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,50.00,22.22,37.74,0.00,40.00,54.84,21.21,47.00
25-29,0.00,20.77,28.57,0.00,0.00,42.83,33.33,37.89
30-34,0.00,38.26,43.48,100.0,50.00,52.58,36.36,49.63
35-39,100.0,46.72,7.69,0.00,0.00,53.77,35.71,51.24
40-44,100.0,41.67,42.86,0.00,100.0,67.31,36.84,61.84
45-49,33.33,46.67,50.00,0.00,0.00,66.88,30.77,63.15
50-54,0.00,47.93,50.00,0.00,50.00,73.17,44.44,68.06
55-59,50.00,59.84,55.56,0.00,0.00,73.63,53.85,70.57
60-64,0.00,71.43,50.00,0.00,33.33,72.80,71.43,72.22
65-OVER,0.00,62.70,41.67,0.00,0.00,76.22,58.82,73.80
TOTAL,46.67,47.54,38.34,20.00,28.57,65.48,38.31,61.35
