AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,39.85,36.84,0.00,40.00,60.42,45.16,47.74
25-29,0.00,49.37,29.41,0.00,33.33,46.78,43.86,47.15
30-34,80.00,52.31,20.00,0.00,0.00,59.80,48.15,55.26
35-39,66.67,56.86,50.00,0.00,66.67,69.41,40.54,62.30
40-44,50.00,59.73,71.43,0.00,66.67,72.21,58.33,66.04
45-49,66.67,70.87,66.67,0.00,50.00,73.79,68.18,72.12
50-54,75.00,70.52,60.00,0.00,66.67,77.19,70.69,73.95
55-59,63.64,70.96,80.00,0.00,75.00,79.91,68.42,76.24
60-64,57.14,71.67,50.00,0.00,75.00,84.54,78.38,80.44
65-OVER,75.00,67.95,70.00,0.00,42.86,84.29,86.64,81.76
TOTAL,60.38,61.18,47.66,0.00,52.38,77.81,68.82,71.75
