AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,36.84,42.31,0.00,30.00,49.87,41.67,42.37
25-29,0.00,33.26,35.29,0.00,37.50,43.87,32.86,37.76
30-34,50.00,43.90,33.33,0.00,40.00,57.87,43.33,50.86
35-39,0.00,46.50,28.57,0.00,66.67,57.81,56.82,52.83
40-44,0.00,57.54,28.57,0.00,25.00,69.15,42.86,62.39
45-49,0.00,60.76,60.00,100.0,40.00,68.47,51.28,64.37
50-54,75.00,59.94,66.67,0.00,57.14,74.81,66.67,69.01
55-59,75.00,67.06,57.14,0.00,100.0,73.75,54.90,70.48
60-64,50.00,76.41,83.33,100.0,33.33,76.10,68.75,75.69
65-OVER,75.00,68.58,62.50,100.0,50.00,73.99,66.67,72.09
TOTAL,47.83,55.32,45.54,44.44,43.55,67.60,52.42,61.87
