PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANNEX,72.15,74.89,66.67,73.56
COLHAM FERRY,74.42,77.38,66.67,75.94
ANTIOCH,73.49,77.69,0.00,75.62
FARMINGTON,69.47,78.88,0.00,74.18
BISHOP,74.37,77.13,0.00,75.78
HIGH SHOALS,73.94,78.02,75.00,76.03
NORTH OCONEE,73.06,76.01,50.00,74.53
DARK CORNER,73.94,76.34,50.00,75.15
BOGART,70.61,72.32,50.00,71.49
MALCOM BRIDGE,72.08,75.64,80.00,74.00
ATHENS ACADEMY,69.24,72.62,62.50,70.96
CIVIC CENTER,71.39,76.84,62.50,74.21
CITY HALL,68.93,70.93,75.00,70.06
TOTAL,72.04,75.45,65.12,73.80
