AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,61.84,56.73,53.09,50.00,34.78,63.24,54.36,61.18
25-29,26.09,42.68,47.50,0.00,29.41,49.31,43.85,47.76
30-34,40.62,49.45,44.12,0.00,27.27,65.09,64.32,63.35
35-39,67.57,59.00,66.67,0.00,66.67,76.40,64.80,74.06
40-44,74.42,67.03,65.12,50.00,60.00,78.04,69.92,76.36
45-49,71.43,63.25,82.05,0.00,70.83,80.09,70.59,78.36
50-54,75.00,69.30,74.19,100.0,62.50,81.57,69.90,79.88
55-59,61.54,68.91,57.14,0.00,72.00,83.90,65.83,81.61
60-64,80.00,81.90,86.36,100.0,50.00,84.58,64.04,83.48
65-OVER,62.96,68.57,70.59,50.00,66.67,82.51,71.24,81.20
TOTAL,62.37,63.75,62.43,58.33,56.54,75.94,62.85,73.81
