PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
FBC - FLC,71.31,76.44,66.67,74.16
CALHOUN PARK,49.63,60.89,66.67,56.38
FIRE DEPT STA #5,75.57,80.49,100.0,78.24
BAILEY,77.98,83.03,0.00,80.59
BUCKEYE,65.80,74.53,0.00,70.43
BURCH,71.51,80.83,0.00,76.44
BURGAMY,71.73,78.57,0.00,75.47
CADWELL,76.49,80.85,0.00,78.83
BREWTON,70.23,74.02,0.00,72.22
DUDLEY,79.09,83.27,150.0,81.44
HAMPTON MILL,74.90,77.53,0.00,76.24
HARVARD,71.62,74.87,0.00,73.45
MINTER,75.60,73.32,0.00,74.44
RURAL FIRE STA #17,67.41,72.40,100.0,70.10
REEDY SPRINGS,76.67,78.07,0.00,77.45
SMITH,61.13,65.64,0.00,63.72
LCFS #10,66.83,70.89,0.00,69.07
99999,0.00,0.00,0.00,0.00
TOTAL,67.48,72.44,81.82,70.23
