PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BETHABRA BAPTIST,39.36,68.75,63.53,66.67,67.65,75.23,64.96,72.46
BRAMLETT ELEMENTARY,27.4,54.61,53.98,0.0,57.69,64.8,49.81,61.43
WESTSIDE MIDDLE,35.42,53.07,51.72,50.0,47.62,64.32,46.63,60.81
FIRE STATION 1,37.5,61.27,63.33,50.0,52.0,69.54,51.12,66.25
WINDER-BARROW HIGH,39.47,48.73,61.11,0.0,18.75,67.79,45.29,62.51
STATHAM ELEMENTARY,56.52,69.53,50.75,50.0,53.85,68.6,57.93,67.33
FIRST BAPTIST CHURCH,39.53,61.0,59.46,0.0,40.91,71.56,48.26,68.03
LIONS CLUB,43.18,63.83,53.49,100.0,55.56,73.36,50.68,69.93
LEISURE SERVICES,45.45,51.29,53.41,50.0,53.33,56.25,32.16,52.76
APALACHEE HIGH,35.0,63.47,59.68,75.0,50.0,67.28,53.77,64.18
MIDWAY UNITED,36.36,66.1,55.79,50.0,41.18,68.48,46.0,65.06
WINDER COMMUNITY,23.08,49.82,64.71,0.0,47.06,63.04,37.63,59.06
CEDAR CREEK BAPTIST,24.24,64.91,56.0,0.0,50.0,67.39,36.46,62.81
COUNTY LINE,24.71,54.55,56.76,0.0,42.11,72.14,56.4,68.22
THE CHURCH AT WINDER,28.41,60.53,50.23,50.0,55.26,67.4,46.46,62.95
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,34.24,58.91,56.4,56.52,50.46,68.31,49.1,64.52
