AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,30.30,28.59,40.76,0.00,25.00,52.83,31.97,42.43
25-29,36.36,26.38,41.90,0.00,35.29,48.65,32.12,39.65
30-34,42.86,37.90,38.46,0.00,35.71,58.14,40.79,50.15
35-39,50.00,40.30,60.42,0.00,54.55,61.76,50.00,54.13
40-44,28.57,49.20,33.33,0.00,44.44,67.87,55.56,60.57
45-49,33.33,53.64,35.90,0.00,62.50,71.77,54.90,65.05
50-54,68.18,55.46,58.82,0.00,40.00,74.66,39.29,67.60
55-59,54.55,62.84,60.00,0.00,44.44,78.40,50.82,72.70
60-64,37.50,62.91,38.89,0.00,77.78,80.75,43.24,74.65
65-OVER,37.50,63.37,59.09,0.00,82.61,77.20,44.94,73.73
TOTAL,40.11,47.28,44.29,0.00,48.18,69.07,41.60,61.09
