AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,100.0,31.04,25.00,0.00,56.25,54.12,27.40,45.35
25-29,0.00,30.86,50.00,0.00,57.14,45.83,21.74,39.56
30-34,0.00,38.64,20.00,100.0,0.00,55.67,40.48,49.19
35-39,66.67,42.13,33.33,0.00,50.00,62.87,60.00,56.93
40-44,40.00,55.65,100.0,0.00,66.67,71.69,50.00,66.91
45-49,100.0,56.28,60.00,100.0,75.00,74.38,61.11,69.84
50-54,0.00,64.24,37.50,0.00,83.33,72.17,45.45,69.14
55-59,0.00,62.54,60.00,0.00,100.0,77.79,46.15,73.20
60-64,100.0,65.93,50.00,0.00,100.0,80.77,48.39,76.57
65-OVER,50.00,63.42,83.33,0.00,28.57,77.09,51.92,73.76
TOTAL,46.15,50.76,49.12,75.00,56.52,69.66,42.45,63.80
