PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ACWORTH 1A,63.97,69.01,63.64,66.70
ACWORTH 1B,58.37,64.36,0.00,61.77
ACWORTH 1C,55.61,63.32,66.67,59.87
ADDISON 01,68.61,74.84,100.0,71.90
AUSTELL 1A,51.05,64.56,11.11,58.63
BELLS FERRY 02,66.34,68.37,100.0,67.42
BELLS FERRY 03,61.99,67.56,40.00,64.81
BIG SHANTY 01,57.38,63.45,71.43,60.60
BIG SHANTY 02,69.64,74.89,16.67,72.28
BAKER 01,60.23,65.27,71.43,62.95
BIRNEY 01,57.53,64.25,50.00,61.35
BIRNEY 02,64.91,71.25,40.00,68.37
BRYANT 01,59.19,72.19,50.00,66.48
BRYANT 02,38.17,51.49,28.57,46.33
BLACKWELL 01,67.04,71.20,33.33,69.16
CHATTAHOOCHEE 01,51.04,56.30,64.29,53.93
CHEATHAM HILL 02,72.53,75.69,60.00,74.12
CHEATHAM HILL 03,71.87,75.54,50.00,73.75
CHALKER 01,55.06,61.24,50.00,58.42
CLARKDALE 01,60.84,66.07,50.00,63.71
CLARKDALE 02,58.84,69.76,83.33,64.78
COOPER 01,52.70,62.34,60.00,58.47
CHESTNUT RIDGE 01,75.58,78.61,0.00,77.11
DICKERSON 01,73.04,76.45,33.33,74.72
DOBBINS 01,42.76,52.18,44.44,48.05
DOWELL 01,68.83,75.03,75.00,72.08
DODGEN 01,72.02,76.08,50.00,74.04
DURHAM 01,69.72,71.95,33.33,70.79
DAVIS 01,68.62,71.30,0.00,70.00
EASTSIDE 01,73.55,76.18,100.0,74.96
EASTSIDE 02,74.31,76.45,87.50,75.45
ELIZABETH 01,49.62,57.19,43.75,53.55
ELIZABETH 02,68.21,74.86,66.67,71.68
ELIZABETH 03,69.56,76.94,100.0,73.50
ELIZABETH 04,59.64,64.36,16.67,62.17
ELIZABETH 05,69.22,73.36,85.71,71.44
EAST PIEDMONT 01,60.05,64.79,0.00,62.58
FAIR OAKS 01,52.73,62.44,70.00,58.12
FAIR OAKS 02,45.34,54.05,66.67,50.36
FAIR OAKS 04,49.62,56.27,80.00,53.32
FAIR OAKS 05,41.48,45.83,0.00,43.75
FULLERS PARK 01,72.10,74.33,66.67,73.24
FORD 01,70.08,72.25,100.0,71.25
FREY 01,69.28,71.85,66.67,70.63
GARRISON MILL 01,70.67,72.87,66.67,71.80
GRITTERS 01,64.83,69.73,100.0,67.44
HARMONY-LELAND 01,57.67,70.41,66.67,65.09
HARRISON 01,69.71,74.40,66.67,72.13
HIGHTOWER 01,71.81,76.59,66.67,74.28
HAYES 01,68.22,73.18,80.00,70.74
KENNESAW 1A,56.46,65.34,0.00,61.24
KENNESAW 2A,60.62,66.44,50.00,63.67
KENNESAW 3A,53.24,61.37,85.71,58.11
KENNESAW 4A,61.01,68.30,40.00,64.87
KENNESAW 5A,67.02,72.73,28.57,70.02
KELL 01,67.61,73.65,100.0,70.71
KEMP 01,71.85,74.14,100.0,73.07
KEMP 02,71.98,75.46,66.67,73.83
KEMP 03,72.96,75.45,33.33,74.20
LASSITER 01,72.96,75.46,70.00,74.22
LINDLEY 01,65.24,70.81,66.67,68.24
LOST MOUNTAIN 01,72.86,77.06,0.00,74.99
LOST MOUNTAIN 02,71.33,75.18,66.67,73.29
LOST MOUNTAIN 03,72.88,76.75,50.00,74.86
LOST MOUNTAIN 04,69.65,74.22,100.0,72.05
LEWIS 01,70.30,75.89,50.00,73.14
MABLETON 01,61.60,68.61,25.00,65.49
MABLETON 02,52.10,60.40,33.33,56.69
MABLETON 03,64.41,67.64,33.33,66.06
MABLETON 04,72.30,73.52,33.33,72.85
MABRY 01,73.62,77.62,50.00,75.60
MACLAND 01,61.13,68.44,0.00,65.10
MURDOCK 01,74.69,76.36,76.92,75.56
MCEACHERN 01,66.90,73.88,66.67,70.66
MCCLESKEY 01,73.07,74.44,50.00,73.77
MCCLURE 01,72.57,75.46,100.0,74.15
MARIETTA 1A,44.81,48.80,50.00,46.96
MARIETTA 2A,76.92,79.47,33.33,78.24
MARIETTA 2B,60.68,67.33,0.00,64.26
MARIETTA 3A,59.66,66.71,40.00,63.93
MARIETTA 4A,81.35,83.09,0.00,82.21
MARIETTA 4B,65.24,68.73,150.0,67.28
MARIETTA 4C,75.25,76.36,100.0,75.85
MARIETTA 5A,51.15,57.92,33.33,54.95
MARIETTA 5B,41.15,51.33,50.00,46.85
MARIETTA 6A,45.83,55.46,0.00,51.08
MARIETTA 6B,67.62,74.11,50.00,71.07
MARIETTA 7A,35.91,43.51,25.00,40.07
MARS HILL 01,66.71,67.98,50.00,67.31
MARS HILL 02,61.11,68.44,50.00,64.97
MT BETHEL 01,72.01,76.17,87.50,74.18
MT BETHEL 03,70.30,74.47,37.50,72.54
MT BETHEL 04,73.31,74.68,40.00,73.96
NORTH COBB 01,63.18,68.17,85.71,65.87
NICKAJACK 01,59.52,66.09,40.00,63.25
NORTON PARK 01,57.87,64.29,0.00,61.37
NICHOLSON 01,64.39,70.05,0.00,67.31
OAKDALE 01,66.94,71.18,42.86,69.21
OREGON 01,73.74,77.97,0.00,75.79
OREGON 02,58.40,68.73,114.29,64.13
OREGON 03,47.22,58.07,60.00,53.48
OREGON 04,59.29,67.50,75.00,63.83
OREGON 05,69.24,73.17,55.56,71.28
PEBBLEBROOK 01,54.06,66.82,28.57,61.09
POWERS FERRY 01,62.04,68.04,60.00,65.27
PINE MOUNTAIN 01,72.38,75.36,100.0,73.91
PINE MOUNTAIN 02,76.57,77.74,42.86,77.09
POST OAK 01,71.34,73.59,16.67,72.39
POPE 01,71.54,75.14,75.00,73.36
PALMER 01,66.05,69.75,0.00,67.98
POWDER SPRINGS 1A,65.05,71.32,75.00,68.57
POWDER SPRINGS 2A,53.33,66.45,50.00,60.88
POWDER SPRINGS 3A,58.50,68.91,40.00,64.31
PITNER 01,65.31,69.95,66.67,67.67
ROCKY MOUNT 01,71.88,73.18,66.67,72.54
RIVERSIDE 01,44.16,59.16,75.00,52.96
ROSWELL 01,74.65,77.46,50.00,76.04
ROSWELL 02,72.45,75.41,66.67,73.93
SANDY PLAINS 01,68.52,73.47,80.00,71.13
SHALLOWFORD FALLS 01,72.44,76.14,83.33,74.34
SIMPSON 01,71.71,74.63,33.33,73.19
SEWELL MILL 01,71.17,74.52,62.50,72.89
SEWELL MILL 03,58.07,58.96,27.27,58.50
SMYRNA 1A,51.82,59.23,42.86,55.97
SMYRNA 2A,55.06,63.86,50.00,60.15
