PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BLACKROCK,70.35,76.96,71.43,74.00
BROOKS,78.21,80.07,50.00,79.11
EUROPE,70.02,78.94,33.33,74.84
FAYETTEVILLE EAST,61.43,67.89,100.0,65.26
FAYETTEVILLE WEST,61.26,67.28,33.33,64.64
FLINT,68.08,75.65,100.0,72.08
HOPEFUL,70.62,75.32,66.67,73.11
MORNING CREEK,69.92,75.29,33.33,72.78
RAREOVER,71.51,72.66,80.00,72.13
SANDY CREEK,67.55,73.08,40.00,70.47
SHAKERAG EAST,64.33,67.49,80.00,66.02
SHAKERAG WEST,70.75,72.86,50.00,71.82
STARRSMILL,70.92,73.79,0.00,72.33
WHITEWATER,72.67,75.10,66.67,73.88
WOOLSEY,75.04,78.86,100.0,77.01
MCINTOSH,68.60,70.59,66.67,69.65
OAK GROVE,67.66,70.92,33.33,69.27
KEDRON,58.02,63.54,57.14,60.95
ABERDEEN,68.92,68.47,50.00,68.64
WINDGATE,74.51,75.40,50.00,74.90
FLAT CREEK,60.00,64.67,50.00,62.61
BRAELINN,71.81,73.35,0.00,72.60
KENWOOD,66.23,75.52,100.0,71.24
BANKS,68.39,72.46,75.00,70.64
HARPS CROSSING,76.85,78.15,50.00,77.51
WILLOW POND,69.62,71.76,60.00,70.75
DOGWOOD,76.07,76.15,100.0,76.12
OAK RIDGE,68.07,74.34,100.0,71.36
JEFF DAVIS,58.57,67.03,85.71,63.72
MURPHY,70.82,74.26,42.86,72.56
FIELDING RIDGE,67.68,70.37,80.00,69.09
WILLOWBEND,67.82,70.76,80.00,69.42
CAMP CREEK,69.22,73.15,75.00,71.32
RISING STAR,67.47,72.06,71.43,69.87
SPRING HILL,68.04,71.20,50.00,69.65
ANTIOCH,69.06,75.16,0.00,72.15
TOTAL,68.74,72.56,62.32,70.76
