PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
HOLLIS HAND,00000,57.35,59.42,00000,40000,45.45,00000,00000,00000,00000,47.06,46.67,00000,75000,40000,50000,71.90,70.78,00000,45.58,33.13,66.76
ADMINISTRATION BLDG,25000,37.84,31.31,10000,28.57,42.86,00000,10000,00000,00000,30000,36.36,00000,36.36,22.22,50000,50.25,44.58,00000,52.05,30.33,44.34
HAMMETT RD,10000,47.96,37.07,00000,39.13,17.65,00000,00000,10000,00000,39.13,42.86,00000,16000,48.48,10000,56.55,54.32,00000,59.44,44.97,53.40
GRIGGS CENTER,25000,38000,23.40,00000,36.36,00000,00000,00000,00000,00000,00000,20000,00000,00000,00000,00000,41.67,36.11,00000,53.26,33.36,43.64
WEST POINT,00000,48.33,37.78,00000,30000,36.36,00000,00000,00000,00000,50000,00000,00000,60000,22.22,00000,58.24,50.53,00000,56.48,39.41,50.65
HOGANSVILLE,50000,50000,40.91,00000,56.25,55.56,00000,00000,66.67,00000,38.46,46.67,00000,20000,25000,00000,61.21,62.20,00000,57.12,44.11,57.60
EAST VERNON,50000,50000,59.34,10000,50000,00000,00000,00000,00000,00000,90000,55.56,00000,10000,75000,10000,69.94,70.26,00000,71.25,51.97,68.62
ROSEMONT,00000,63.24,43.75,00000,33.33,66.67,00000,00000,00000,00000,73.33,66.67,00000,10000,57.14,00000,71.60,70.32,00000,72.26,51.88,69.36
MOUNTVILLE,00000,63.89,57.89,00000,60000,66.67,00000,00000,00000,00000,66.67,50000,00000,50000,71.43,00000,73.03,71.90,00000,72.46,52.21,69.11
MCLENDON,10000,61.18,50.63,00000,50000,44.44,00000,00000,00000,00000,47.37,72.73,00000,36.36,50000,50000,70.27,68.85,00000,73.11,63.39,68.48
LONG CANE,33.33,57.58,52.70,00000,63.64,37.50,00000,00000,00000,00000,77.78,62.50,00000,50000,37.50,10000,69.69,65.77,00000,72.97,53.33,66.59
GARDNER NEWMAN,00000,43.90,32.14,10000,28.57,50000,00000,00000,00000,00000,18.18,28.57,00000,40000,37.50,00000,60.28,63.31,00000,66.09,50.63,59.18
GRAY HILL,10000,61.90,46.15,10000,50000,33.33,10000,10000,00000,00000,42.86,83.33,00000,25000,75000,10000,65.77,64.90,00000,72.09,50.00,63.94
HIGHLAND,00000,59.38,46.81,00000,20000,40000,00000,00000,00000,00000,20000,25000,00000,10000,41.67,00000,62.33,62.70,00000,68.34,48.28,60.20
NORTHSIDE,00000,43.86,49.18,00000,44.44,22.22,00000,00000,10000,00000,64.71,53.33,00000,66.67,38.46,10000,66.67,66.17,00000,60.69,37.29,60.40
88888,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,10000,00000,50000
99999,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,00000,50000,00000,00000,00000,00000,6.25
TOTAL,34.78,51.37,44.39,66.67,41.51,35.38,100.0,54.55,40.00,00000,48.88,48.50,0.00,45.67,43.66,69.23,66.01,64.84,0.00,58.87,40.99,59.61
